barcode_no,species,county,town,gridref_original,gridref_1km,gridref_10km,flag,latitude_decimal,longitude_decimal,error_radius,date
10881501,Vespula germanica,Surrey,Weybridge,NA,NA,NA,NA,51.3716,-0.4579,3.7,1937-05-02
10881491,Vespula germanica,Surrey,Oxted,NA,NA,NA,NA,51.2557,0,2.7,1937-11-07
10881490,Vespula germanica,Surrey,Oxted,NA,NA,NA,NA,51.2557,0,2.7,1937-10-01
10883994,Vespula vulgaris,Notts.,Cotgrave,NA,NA,NA,NA,52.91121,-1.041143,0.7,1938-07-09
10883956,Vespula vulgaris,Notts.,Gedling,NA,NA,NA,NA,52.973055,-1.090099,2.35,1938-07-19
10883955,Vespula vulgaris,Notts.,Gedling,NA,NA,NA,NA,52.973055,-1.090099,2.35,1938-08-14
10883953,Vespula vulgaris,Notts.,Gedling,NA,NA,NA,NA,52.973055,-1.090099,2.35,1938-07-19
10883926,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883925,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883895,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1938-08-12
10883894,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1938-08-12
10883892,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1938-08-12
10883890,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1938-08-12
10883889,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1938-08-12
10883888,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1938-08-12
10883887,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1938-08-12
10883886,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1938-08-12
10883885,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1938-08-12
10883828,Vespula vulgaris,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1938-11-03
10883827,Vespula vulgaris,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1938-11-03
10883825,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1938-08-12
10883824,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1938-08-12
10883823,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1938-08-12
10883822,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1938-08-12
10883794,Vespula vulgaris,Hants.,"New Forest, Mark Ash Wood",NA,NA,NA,NA,50.863844,-1.643648,0.7,1938-06-05
10883790,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883789,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883788,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883787,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883786,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883785,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883784,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883783,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883782,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883781,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883780,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883779,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883778,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883777,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883776,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883775,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883774,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883773,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883772,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883771,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883770,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883769,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883768,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883767,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883766,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883765,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883764,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883763,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883762,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883761,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883760,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883759,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883758,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10883719,Vespula vulgaris,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1938-11-03
10883718,Vespula vulgaris,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1938-11-03
10883717,Vespula vulgaris,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1938-11-03
10883154,Vespula vulgaris,Herts.,Brickett Wood,NA,NA,NA,NA,51.707381,-0.36682,1.26,1938-04-08
10883126,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1938-08-12
10883084,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1938-08-13
10883074,Vespula vulgaris,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1938-09-03
10883073,Vespula vulgaris,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1938-09-03
10883072,Vespula vulgaris,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1938-09-03
10883071,Vespula vulgaris,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1938-09-03
10883070,Vespula vulgaris,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1938-09-03
10883069,Vespula vulgaris,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1938-09-03
10882988,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1938-11-02
10882750,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10882708,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10882706,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-08
10882702,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1938-08-01
10881550,Vespula germanica,Dorset,Studland,NA,NA,NA,NA,50.6426,-1.9536,1,1938-06-06
10881436,Vespula germanica,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1938-05-05
10881331,Vespula germanica,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1938-11-03
10881329,Vespula germanica,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1938-11-03
10881328,Vespula germanica,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1938-11-03
10881327,Vespula germanica,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1938-11-03
10881326,Vespula germanica,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1938-11-03
10881325,Vespula germanica,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1938-11-03
10881324,Vespula germanica,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1938-11-03
10884436,Vespa crabro,Hants.,New Forest,SU2608,SU2608,NA,NA,50.8765,-1.6315,,1939-07-03
10883993,Vespula vulgaris,Notts.,Gedling,NA,NA,NA,NA,52.973055,-1.090099,2.35,1939-10-04
10883957,Vespula vulgaris,Notts.,Gedling,NA,NA,NA,NA,52.973055,-1.090099,2.35,1939-08-08
10883952,Vespula vulgaris,Lincolnshire,Barkston,NA,NA,NA,NA,52.960741,-0.6202225,0.26,1939-08-20
10883951,Vespula vulgaris,Notts.,Gedling,NA,NA,NA,NA,52.973055,-1.090099,2.35,1939-10-04
10883902,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1939-06-26
10883901,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1939-08-19
10883900,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1939-08-19
10883899,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1939-07-20
10883898,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1939-07-20
10883897,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1939-07-20
10883819,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1939-07-20
10883510,Vespula vulgaris,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1939-08-28
10883408,Vespula vulgaris,Scotland,Kirn,NA,NA,NA,NA,NA,NA,NA,1939-08-27
10883128,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1939-07-20
10883107,Vespula vulgaris,Dorset,Crichel,NA,NA,NA,NA,50.876881,-2.012173,0.9,1939-10-01
10882801,Vespula germanica,Notts.,Gedling,NA,NA,NA,NA,52.973055,-1.090099,2.35,1939-10-24
10882800,Vespula germanica,Notts.,Gedling,NA,NA,NA,NA,52.973055,-1.090099,2.35,1939-10-24
10882797,Vespula germanica,Notts.,Gedling,NA,NA,NA,NA,52.973055,-1.090099,2.35,1939-08-08
10882795,Vespula germanica,Notts.,Gedling,NA,NA,NA,NA,52.973055,-1.090099,2.35,1939-10-24
10882794,Vespula germanica,Notts.,Gedling,NA,NA,NA,NA,52.973055,-1.090099,2.35,1939-10-24
10882728,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1939-08-19
10882701,Vespula germanica,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1939-08-10
10882565,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1939-09-13
10882563,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1939-09-13
10882562,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1939-09-13
10884374,Vespa crabro,Hants.,Linwood,NA,NA,NA,NA,50.8833,-1.7404,2.2,1940-08-27
10884373,Vespa crabro,Hants.,Burley,NA,NA,NA,NA,50.8264,-1.7017,1.7,1940-08-26
10884371,Vespa crabro,Hants.,Burley,NA,NA,NA,NA,50.8264,-1.7017,1.7,1940-08-26
10884306,Vespa crabro,Hants.,Burley,NA,NA,NA,NA,50.8264,-1.7017,1.7,1940-08-26
10884212,Vespa crabro,Hants.,Ashton,NA,NA,NA,NA,52.1419,-0.8861,1.1,1940-06-10
10883946,Vespula vulgaris,Notts.,Gedling,NA,NA,NA,NA,52.973055,-1.090099,2.35,1940-12-01
10883945,Vespula vulgaris,Derbyshire,Matlock,NA,NA,NA,NA,53.1372,-1.5518,2.3,1940-05-10
10883944,Vespula vulgaris,Derbyshire,Matlock,NA,NA,NA,NA,53.1372,-1.5518,2.3,1940-05-05
10883904,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-07-06
10883903,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-06-06
10883821,Vespula vulgaris,Glos.,Newent,NA,NA,NA,NA,51.9293,-2.4046,1.3,1940-06-20
10883820,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-06-04
10883818,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-07-06
10883817,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-07-06
10883816,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-10-15
10883815,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-07-01
10883522,Vespula vulgaris,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1940-07-04
10883519,Vespula vulgaris,Cumbria,Witherslack,NA,NA,NA,NA,54.2523,-2.8764,2.9,1940-09-01
10883516,Vespula vulgaris,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1940-08-04
10883515,Vespula vulgaris,Cumbria,Witherslack,NA,NA,NA,NA,54.2523,-2.8764,2.9,1940-09-01
10883498,Vespula vulgaris,Oxon,Henley-on-thames,NA,NA,NA,NA,51.5521,-0.8985,0.5,1940-06-25
10883458,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-06-22
10883455,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-10-15
10883452,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-10-15
10883451,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-10-20
10883450,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-10-20
10883449,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-06-26
10883447,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-10-15
10883445,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-06-30
10883444,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-06-01
10883443,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-08-21
10883441,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-07-06
10883440,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-06-14
10883438,Vespula vulgaris,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940-06-20
10883437,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-06-22
10883434,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-06-22
10883428,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-07-06
10883309,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-10-15
10883290,Vespula vulgaris,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1940-06-01
10883284,Vespula vulgaris,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940-05-05
10883258,Vespula vulgaris,Hants.,Burley,NA,NA,NA,NA,50.8264,-1.7017,1.7,1940-05-12
10883129,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-05-20
10883125,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-07-06
10883098,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-05-04
10883086,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1940-07-06
10883079,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-06-22
10883077,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-05-08
10882998,Vespula vulgaris,Dorset,Wimborne,NA,NA,NA,NA,50.8007,-1.9845,2.6,1940-10-13
10882991,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-10-15
10882989,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-10-19
10882984,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-10-28
10882798,Vespula germanica,Notts.,Gedling,NA,NA,NA,NA,52.973055,-1.090099,2.35,1940-09-01
10882791,Vespula germanica,Notts.,Fiskerton,NA,NA,NA,NA,53.049053,-0.908356,1.2,1940-06-15
10882749,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-08-26
10882746,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-09-26
10882738,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-09-29
10882719,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-08-09
10882718,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-08-09
10882717,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-08-09
10882715,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-08-09
10882714,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-08-09
10882712,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-08-09
10882710,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-08-09
10882689,Vespula germanica,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940-09-02
10882688,Vespula germanica,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1940-09-20
10882687,Vespula germanica,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1940-08-24
10882686,Vespula germanica,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1940-08-11
10882684,Vespula germanica,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1940-09-19
10882566,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-09-23
10882564,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-08-29
10882561,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-08-28
10882560,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-09-07
10882559,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-08-20
10882558,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-08-22
10882557,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-10-15
10882556,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-09-27
10882553,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-08-22
10882551,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-09-05
10881580,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1940-08-09
10881482,Vespula germanica,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1940-05-13
10881481,Vespula germanica,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1940-05-03
10881480,Vespula germanica,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1940-04-30
10881471,Vespula germanica,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1940-05-02
10881465,Vespula germanica,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1940-05-02
10881463,Vespula germanica,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1940-05-18
10881385,Vespula germanica,Hants.,Burley,NA,NA,NA,NA,50.8264,-1.7017,1.7,1940-05-12
10881359,Vespula germanica,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1940-09-10
10884348,Vespa crabro,Dorset,Ferndown,NA,NA,NA,NA,50.8074,-1.8998,2.1,1941-09-12
10884324,Vespa crabro,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1941-10-23
10884213,Vespa crabro,Dorset,Stapehill,NA,NA,NA,NA,50.80407,-1.925167,0.8,1941-05-14
10884186,Vespa crabro,Dorset,Pamphill,NA,NA,NA,NA,50.799517,-2.017236,0.5,1941-10-05
10884185,Vespa crabro,Dorset,Pamphill,NA,NA,NA,NA,50.799517,-2.017236,0.5,1941-10-05
10884183,Vespa crabro,Dorset,Pamphill,NA,NA,NA,NA,50.799517,-2.017236,0.5,1941-10-05
10883723,Vespula vulgaris,Bucks.,Black Park,NA,NA,NA,NA,51.5466,-0.5418,2.6,1941-10-26
10883512,Vespula vulgaris,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1941-07-30
10883460,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-08-06
10883459,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-08-06
10883457,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-10-20
10883456,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-08-06
10883454,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-06-11
10883453,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-10-22
10883448,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-09-02
10883446,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-10-21
10883442,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-09-06
10883439,Vespula vulgaris,Glos.,Chalford,NA,NA,NA,NA,51.721594,-2.156674,0.4,1941-08-22
10883430,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-08-06
10883427,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-10-20
10883089,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-08-06
10883083,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-05-20
10883082,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-05-05
10883081,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-05-18
10883080,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-05-20
10883078,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-05-13
10883076,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-06-27
10882983,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-10-22
10882979,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-10-20
10882978,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-10-22
10882977,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-10-20
10882748,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-08-02
10882745,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-08-24
10882744,Vespula germanica,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941-09-03
10882716,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-09-25
10882707,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-10-03
10882683,Vespula germanica,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941-09-14
10882567,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-07-23
10882554,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-07-29
10882552,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-09-02
10881451,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-05-04
10881450,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1941-05-16
10884250,Vespa crabro,Herts.,Boxmoor,NA,NA,NA,NA,51.7452,-0.4991,1.1,1942-09-01
