barcode_no,species,county,town,gridref_original,gridref_1km,gridref_10km,flag,latitude_decimal,longitude_decimal,error_radius,date
10883796,Vespula vulgaris,Berks.,Bagley Wood,NA,NA,NA,NA,51.7162,-1.2596,1.2,1925-08-05
10883666,Vespula vulgaris,Scotland,Nethy Bridge,NA,NA,NA,NA,NA,NA,NA,1925-08-14
10883665,Vespula vulgaris,Scotland,Glen Urquhart,NA,NA,NA,NA,NA,NA,NA,1925-08-17
10883664,Vespula vulgaris,Scotland,Glen Urquhart,NA,NA,NA,NA,NA,NA,NA,1925-08-17
10882700,Vespula germanica,Berks.,Bagley Wood,NA,NA,NA,NA,51.7162,-1.2596,1.2,1925-08-02
10882610,Vespula germanica,Somerset,Washford,NA,NA,NA,NA,51.16130066,-3.363600016,0.5,1925-10-07
10882603,Vespula germanica,Oxon.,Bagley wood,NA,NA,NA,NA,51.7162,-1.2596,1.2,1925-08-02
10881809,Vespula germanica,Oxon,Oxford,NA,NA,NA,NA,51.754873,-1.257574,0.49,1925-11-02
10881589,Vespula germanica,Oxon,Oxford,NA,NA,NA,NA,51.752,-1.2577,4.9,1925-10-10
10881317,Vespula germanica,Somerset,Washford,NA,NA,NA,NA,51.16130066,-3.363600016,0.5,1925-10-07
10884457,Vespula vulgaris,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1926-08-07
10884217,Vespa crabro,Oxon,Headington,NA,NA,NA,NA,51.7626,-1.1986,3.5,1926-06-09
10883663,Vespula vulgaris,Scotland,Skye,NA,NA,NA,NA,NA,NA,NA,1926-08-26
10883316,Vespula vulgaris,Surrey,Hindhead,NA,NA,NA,NA,51.1136,-0.7321,1.1,1926-04-02
10882729,Vespula germanica,Dorset,Weymouth,NA,NA,NA,NA,50.624043,-2.443906,2.13,1926-09-01
10881770,Vespula germanica,Berks.,Bagley Wood,NA,NA,NA,NA,51.7162,-1.2596,1.2,1926-05-02
10881769,Vespula germanica,Middx.,Stanmorre,NA,NA,NA,NA,51.6164,-0.3197,2.3,1926-06-30
10881768,Vespula germanica,London,Hampstead,NA,NA,NA,NA,51.5557,-0.1762,1,1926-06-01
10881728,Vespula germanica,Berks.,Bagley Wood,NA,NA,NA,NA,51.7162,-1.2596,1.2,1926-06-04
10881473,Vespula germanica,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1926-04-03
10884447,Vespula vulgaris,Surrey,West Byfleet,NA,NA,NA,NA,51.3401,-0.4714,1.5,1927-09-20
10884446,Vespula vulgaris,Surrey,West Byfleet,NA,NA,NA,NA,51.3401,-0.4714,1.5,1927-10-19
10884443,Vespula vulgaris,Surrey,West Byfleet,NA,NA,NA,NA,51.3401,-0.4714,1.5,1927-10-08
10884092,Vespa crabro,Berks.,Ascot,NA,NA,NA,NA,51.4092,-0.6726,1.6,1927-10-01
10883863,Vespula vulgaris,Cambs.,Hardwick Wood,NA,NA,NA,NA,52.1985,-0.0218,0.8,1927-08-02
10883813,Vespula vulgaris,Hants.,New Forest,SU2608,SU2608,NA,NA,50.8765,-1.6315,3.7,1927-08-10
10883812,Vespula vulgaris,Hants.,New Forest,SU2608,SU2608,NA,NA,50.8765,-1.6315,3.7,1927-08-10
10883811,Vespula vulgaris,Hants.,New Forest,SU2608,SU2608,NA,NA,50.8765,-1.6315,3.7,1927-08-10
10883810,Vespula vulgaris,Hants.,New Forest,SU2608,SU2608,NA,NA,50.8765,-1.6315,3.7,1927-08-10
10883809,Vespula vulgaris,Hants.,New Forest,SU2608,SU2608,NA,NA,50.8765,-1.6315,3.7,1927-08-10
10883808,Vespula vulgaris,Hants.,New Forest,SU2608,SU2608,NA,NA,50.8765,-1.6315,3.7,1927-08-10
10883807,Vespula vulgaris,Hants.,New Forest,SU2608,SU2608,NA,NA,50.8765,-1.6315,3.7,1927-08-10
10883806,Vespula vulgaris,Hants.,New Forest,SU2608,SU2608,NA,NA,50.8765,-1.6315,3.7,1927-08-10
10883722,Vespula vulgaris,Bucks.,Chesham Bois,NA,NA,NA,NA,51.690826,-0.615231,2.4,1927-10-15
10883526,Vespula vulgaris,Surrey,Byfleet,NA,NA,NA,NA,51.3401,-0.4714,1.5,1927-10-17
10883315,Vespula vulgaris,Oxon,NA,NA,NA,NA,OC,51.808,-1.2863,50.6,1927-04-20
10883314,Vespula vulgaris,Oxon,NA,NA,NA,NA,OC,51.808,-1.2863,50.6,1927-03-18
10882895,Vespula germanica,Norfolk,Lynford,NA,NA,NA,NA,52.4877,0.6796,1.5,1927-08-26
10881749,Vespula germanica,Oxon,Oxford,NA,NA,NA,NA,51.761348,-1.255119,0.9,1927-06-03
10881729,Vespula germanica,Oxon,Oxford,NA,NA,NA,NA,51.754873,-1.257574,0.49,1927-03-21
10881596,Vespula germanica,Oxon,Oxford,NA,NA,NA,NA,51.752,-1.2577,4.9,1927-05-05
10881595,Vespula germanica,Oxon,Oxford,NA,NA,NA,NA,51.761348,-1.255119,0.9,1927-04-20
10881444,Vespula germanica,Oxon,Oxford,NA,NA,NA,NA,51.752,-1.2577,4.9,1927-04-24
10881438,Vespula germanica,Oxon,Oxford,NA,NA,NA,NA,51.761348,-1.255119,0.9,1927-11-03
10881334,Vespula germanica,Oxon,Oxford,NA,NA,NA,NA,51.752,-1.2577,4.9,1927-10-03
10881333,Vespula germanica,Oxon,Oxford,NA,NA,NA,NA,51.752,-1.2577,4.9,1927-10-03
10881332,Vespula germanica,Oxon,Oxford,NA,NA,NA,NA,51.752,-1.2577,4.9,1927-10-03
10881330,Vespula germanica,Oxon,Oxford,NA,NA,NA,NA,51.752,-1.2577,4.9,1927-10-03
10884366,Vespa crabro,Devon,Bovey Tracey,NA,NA,NA,NA,50.5935,-3.6726,1.7,1928-08-17
10884197,Vespa crabro,Devon,Bovey Tracey,NA,NA,NA,NA,50.5935,-3.6726,1.7,1928-08-17
10884196,Vespa crabro,Devon,Bovey Tracey,NA,NA,NA,NA,50.5935,-3.6726,1.7,1928-08-17
10884195,Vespa crabro,Devon,Bovey Tracey,NA,NA,NA,NA,50.5935,-3.6726,1.7,1928-08-17
10884194,Vespa crabro,Devon,Bovey Tracey,NA,NA,NA,NA,50.5935,-3.6726,1.7,1928-08-17
10884193,Vespa crabro,Devon,Bovey Tracey,NA,NA,NA,NA,50.5935,-3.6726,1.7,1928-08-17
10884192,Vespa crabro,Devon,Bovey Tracey,NA,NA,NA,NA,50.5935,-3.6726,1.7,1928-08-17
10884184,Vespa crabro,Hants.,New Forest,SU2608,SU2608,NA,NA,50.8765,-1.6315,,1928-08-01
10884140,Vespa crabro,Hants.,New Forest,SU2608,SU2608,NA,NA,50.8765,-1.6315,,1928-08-01
10884114,Vespa crabro,Hants.,New Forest,SU2608,SU2608,NA,NA,50.8765,-1.6315,,1928-08-01
10884106,Vespa crabro,Devon,Weymouth,NA,NA,NA,NA,50.616174,-2.452195,0.05,1928-09-24
10883792,Vespula vulgaris,Somerset,Winscombe,NA,NA,NA,NA,50.7152,-3.7904,0.1,1928-12-04
10883306,Vespula vulgaris,Kent,Otford,NA,NA,NA,NA,51.3114,0.1898,2,1928-05-06
10882894,Vespula germanica,Sussex,Amberley,NA,NA,NA,NA,50.9055,-0.529,2.6,1928-07-27
10882874,Vespula germanica,Sussex,Amberley,NA,NA,NA,NA,50.9055,-0.529,2.6,1928-07-27
10882865,Vespula germanica,Sussex,Amberley,NA,NA,NA,NA,50.9055,-0.529,2.6,1928-07-27
10882855,Vespula germanica,Kent,Eynsford,NA,NA,NA,NA,51.3665,0.2115,0.8,1928-04-14
10882611,Vespula germanica,Scotland,Fordoun,NA,NA,NA,2M,NA,NA,NA,1928-08-01
10884089,Vespa crabro,London,N. Kensington,NA,NA,NA,NA,51.52287,-0.221868,0.74,1929-10-10
10883958,Vespula vulgaris,Notts.,NA,NA,NA,NA,OC,53.13,-1.0098,46.6,1929-09-02
10883791,Vespula vulgaris,Norfolk,Meres,NA,NA,NA,OC,52.614,0.8864,61,1929-08-09
10883152,Vespula vulgaris,Surrey,Camberley,NA,NA,NA,NA,51.3354,-0.7429,2.6,1929-04-24
10882709,Vespula germanica,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1929-07-23
10882636,Vespula germanica,Norfolk,Wicklewood,NA,NA,NA,NA,52.583193,1.062424,1.83,1929-09-10
10881734,Vespula germanica,Bucks.,Iver,NA,NA,NA,NA,51.520294,-0.509027,4.3,1929-04-02
10884432,Vespa crabro,Hants.,Brockenhurst,NA,NA,NA,NA,50.8189,-1.5757,2.5,1930-08-07
10884323,Vespa crabro,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1930-10-14
10883088,Vespula vulgaris,I. o. W.,Niton,NA,NA,NA,NA,50.5883,-1.2849,0.7,1930-06-09
10881786,Vespula germanica,Cambs.,Cambridge,NA,NA,NA,NA,52.228113,0.08083,0.13,1930-06-19
10884372,Vespa crabro,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1931-10-23
10884305,Vespa crabro,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1931-10-10
10884304,Vespa crabro,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1931-10-10
10884303,Vespa crabro,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1931-10-10
10884302,Vespa crabro,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1931-10-10
10884301,Vespa crabro,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1931-08-16
10884300,Vespa crabro,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1931-08-16
10884299,Vespa crabro,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1931-08-16
10884298,Vespa crabro,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1931-08-16
10884297,Vespa crabro,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1931-08-16
10884296,Vespa crabro,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1931-10-13
10884295,Vespa crabro,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1931-08-21
10884294,Vespa crabro,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1931-08-21
10884283,Vespa crabro,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1931-08-21
10884202,Vespa crabro,Berks.,Wytham Park,NA,NA,NA,NA,51.77,-1.3163,1,1931-10-15
10883835,Vespula vulgaris,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1931-09-17
10883834,Vespula vulgaris,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1931-09-17
10883833,Vespula vulgaris,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1931-09-17
10883832,Vespula vulgaris,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1931-09-17
10883831,Vespula vulgaris,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1931-09-17
10883830,Vespula vulgaris,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1931-09-17
10883829,Vespula vulgaris,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1931-09-17
10883800,Vespula vulgaris,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1931-09-17
10883799,Vespula vulgaris,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1931-09-17
10883721,Vespula vulgaris,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1931-11-17
10883720,Vespula vulgaris,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1931-11-17
10883317,Vespula vulgaris,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1931-09-17
10883068,Vespula vulgaris,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1931-09-17
10884325,Vespa crabro,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1932-09-09
10883320,Vespula vulgaris,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1932-06-03
10883319,Vespula vulgaris,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1932-05-15
10883124,Vespula vulgaris,Oxon,Oxford,NA,NA,NA,NA,51.7162,-1.2596,1.2,1932-06-15
10883043,Vespula vulgaris,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1932-10-04
10882881,Vespula germanica,London,Hounslow,NA,NA,NA,NA,51.4609,-0.3731,2.6,1932-10-01
10882866,Vespula germanica,London,Hounslow,NA,NA,NA,NA,51.4609,-0.3731,2.6,1932-10-01
10881590,Vespula germanica,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1932-06-22
10881323,Vespula germanica,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1932-10-21
10884085,Vespa crabro,London,Morden,NA,NA,NA,Bred,51.3949,-0.1945,1.5,1933-10-01
10884390,Vespa crabro,Hants.,New Forest,SU2608,SU2608,NA,NA,50.8765,-1.6315,,1933-07-28
10884256,Vespa crabro,Hants.,Romsey,NA,NA,NA,NA,51.013444,-1.534176,1.81,1933-12-23
10884247,Vespa crabro,Hants.,New Forest,SU2608,SU2608,NA,NA,50.8765,-1.6315,,1933-12-03
10884182,Vespa crabro,Hants.,Lyndhurst,NA,NA,NA,NA,50.8726,-1.5768,0.7,1933-08-24
10884181,Vespa crabro,Hants.,Lyndhurst,NA,NA,NA,NA,50.8726,-1.5768,0.7,1933-08-24
10884180,Vespa crabro,Hants.,Lyndhurst,NA,NA,NA,NA,50.8726,-1.5768,0.7,1933-08-24
10884179,Vespa crabro,Hants.,Lyndhurst,NA,NA,NA,NA,50.8726,-1.5768,0.7,1933-08-24
10884178,Vespa crabro,Hants.,"New Forest, Between Bank and Emery Down",NA,NA,NA,NA,50.850712,-1.575142,3.27,1933-08-24
10884135,Vespa crabro,Devon,Bovey Tracey,NA,NA,NA,NA,50.5935,-3.6726,1.7,1933-08-01
10884134,Vespa crabro,Devon,Bovey Tracey,NA,NA,NA,NA,50.5935,-3.6726,1.7,1933-08-01
10884025,Vespa crabro,Surrey,Staines,NA,NA,NA,NA,51.4315,-0.5155,2.7,1933-09-01
10883627,Vespula vulgaris,Hants.,Lyndhurst,NA,NA,NA,NA,50.8726,-1.5768,0.7,1933-08-05
10883626,Vespula vulgaris,Hants.,Lyndhurst,NA,NA,NA,NA,50.8726,-1.5768,0.7,1933-08-05
10883318,Vespula vulgaris,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1933-09-04
10883257,Vespula vulgaris,Jersey,Gorey,NA,NA,NA,NA,NA,NA,NA,1933-10-13
10883085,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1933-05-15
10882985,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1933-11-29
10882883,Vespula germanica,Surrey,Ockham,NA,NA,NA,NA,51.2989,-0.4645,1,1933-08-08
10882848,Vespula germanica,Wales,NA,NA,NA,NA,NA,52.2874,-3.410193,70.5,1933-10-18
10882842,Vespula germanica,Oxon,Oxford,NA,NA,NA,NA,51.752,-1.2577,4.9,1933-10-16
10882743,Vespula germanica,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1933-09-16
10882734,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1933-10-29
10882733,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1933-10-29
10882732,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1933-10-29
10882713,Vespula germanica,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1933-09-18
10882661,Vespula germanica,Hants.,Lyndhurst,NA,NA,NA,NA,50.8726,-1.5768,0.7,1933-08-16
10882660,Vespula germanica,Hants.,Lyndhurst,NA,NA,NA,NA,50.8726,-1.5768,0.7,1933-08-02
10882659,Vespula germanica,Hants.,Lyndhurst,NA,NA,NA,NA,50.8726,-1.5768,0.7,1933-09-10
10882555,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1933-10-29
10882546,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1933-10-29
10881730,Vespula germanica,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1933-09-05
10881724,Vespula germanica,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1933-04-04
10881716,Vespula germanica,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1933-08-05
10881647,Vespula germanica,London,Wimbledon,NA,NA,NA,NA,51.4183,-0.2206,2.6,1933-04-14
10881591,Vespula germanica,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1933-08-05
10881576,Vespula germanica,Oxon,Oxford,NA,NA,NA,NA,51.752,-1.2577,4.9,1933-05-19
10881454,Vespula germanica,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1933-09-15
10881449,Vespula germanica,London,Wimbledon,NA,NA,NA,NA,51.4183,-0.2206,2.6,1933-04-15
10881344,Vespula germanica,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1933-09-29
10884386,Vespa crabro,Hants.,Brockenhurst,NA,NA,NA,NA,50.8189,-1.5757,2.5,1934-08-04
10884105,Vespa crabro,Herts.,Moddesdon,NA,NA,NA,NA,51.75979,-0.015056,0.26,1934-10-24
10884066,Vespa crabro,Devon,Dartmouth,NA,NA,NA,NA,50.3525,-3.5788,2.1,1934-09-13
10884032,Vespa crabro,Derbyshire,Hatton,NA,NA,NA,NA,51.4637,-0.417,1.5,1934-10-05
10883653,Vespula vulgaris,Hants.,Boldre,NA,NA,NA,NA,50.9155,-1.2757,1.8,1934-11-19
10883513,Vespula vulgaris,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1934-08-30
10883431,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1934-07-22
10883122,Vespula vulgaris,Essex,Brentwood,NA,NA,NA,NA,51.6205,0.3072,4.4,1934-05-04
10883121,Vespula vulgaris,Essex,Brentwood,NA,NA,NA,NA,51.6205,0.3072,4.4,1934-05-27
10882902,Vespula germanica,Cheshire,Halton,NA,NA,NA,NA,51.7831,-0.7339,1.4,1934-09-27
10882882,Vespula germanica,Surrey,Ockham,NA,NA,NA,NA,51.2989,-0.4645,1,1934-08-30
10882806,Vespula germanica,Norfolk,Cromer,NA,NA,NA,NA,52.9314003,1.301900029,2,1934-08-12
10882778,Vespula germanica,Notts.,Gedling,NA,NA,NA,NA,52.973055,-1.090099,2.35,1934-10-08
10882703,Vespula germanica,Norfolk,Palling,NA,NA,NA,NA,52.7856,1.6051,2.1,1934-08-01
10882607,Vespula germanica,Norfolk,Palling,NA,NA,NA,NA,52.7856,1.6051,2.1,1934-08-14
10881767,Vespula germanica,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1934-04-19
10881723,Vespula germanica,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1934-04-19
10881722,Vespula germanica,Glos.,Lydbrook,NA,NA,NA,NA,51.840013,-2.580233,0.5,1934-04-10
10881721,Vespula germanica,Glos.,Lydbrook,NA,NA,NA,NA,51.840013,-2.580233,0.5,1934-04-10
10881719,Vespula germanica,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1934-04-19
10881717,Vespula germanica,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1934-04-19
10881597,Vespula germanica,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1934-04-19
10881594,Vespula germanica,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1934-04-19
10881593,Vespula germanica,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1934-04-14
10881592,Vespula germanica,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1934-04-19
10883436,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1935-08-09
10883435,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1935-08-09
10883432,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1935-08-09
10883429,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1935-09-26
10883425,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1935-08-08
10883424,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1935-09-16
10883423,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1935-09-26
10882986,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1935-09-26
10882976,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1935-10-06
10882804,Vespula germanica,Kent,Orpington,NA,NA,NA,NA,51.37480164,0.0942,3.20000004,1935-08-01
10882803,Vespula germanica,Kent,Orpington,NA,NA,NA,NA,51.37480164,0.0942,3.20000004,1935-06-03
10882584,Vespula germanica,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935-08-17
10882583,Vespula germanica,London,Mill Hill,NA,NA,NA,NA,51.6165,-0.2204,3,1935-08-28
10881600,Vespula germanica,Sussex,Falmer,NA,NA,NA,NA,50.8639,-0.0806,1.4,1935-05-26
10881551,Vespula germanica,Berks.,Reading,NA,NA,NA,NA,51.446046,-0.945536,0.05,1935-03-28
10881548,Vespula germanica,Dorset,Wimborne,NA,NA,NA,NA,50.8007,-1.9845,2.6,1935-12-29
10881492,Vespula germanica,Sussex,Falmer,NA,NA,NA,NA,50.8639,-0.0806,1.4,1935-05-26
10881452,Vespula germanica,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1935-06-03
10881318,Vespula germanica,Essex,Epping Forest,NA,NA,NA,NA,51.6571,0.0413,5.6,1935-09-23
10884275,Vespa crabro,Hants.,Brockenhurst,NA,NA,NA,NA,50.8189,-1.5757,2.5,1936-07-07
10884091,Vespa crabro,Hants.,Fawley,NA,NA,NA,NA,51.5769,-0.9205,0.7,1936-10-07
10883896,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1936-11-13
10883893,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1936-11-12
10883891,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1936-11-12
10883654,Vespula vulgaris,Hants.,Boldre,NA,NA,NA,NA,50.7821,-1.5533,1.3,1936-07-25
10883652,Vespula vulgaris,Hants.,Boldre,NA,NA,NA,NA,50.7821,-1.5533,1.3,1936-07-25
10883433,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1936-10-30
10883426,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1936-10-30
10883404,Vespula vulgaris,Essex,Epping Forest,NA,NA,NA,NA,51.6571,0.0413,5.6,1936-06-28
10883401,Vespula vulgaris,London,Mill Hill,NA,NA,NA,NA,51.6165,-0.2204,3,1936-08-03
10883313,Vespula vulgaris,Essex,Brentwood,NA,NA,NA,NA,51.6205,0.3072,4.4,1936-11-06
10883312,Vespula vulgaris,Essex,Brentwood,NA,NA,NA,NA,51.6205,0.3072,4.4,1936-09-30
10883291,Vespula vulgaris,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1936-03-19
10883211,Vespula vulgaris,London,Mill Hill,NA,NA,NA,NA,51.6165,-0.2204,3,1936-04-24
10882987,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1936-10-30
10882982,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1936-11-05
10882981,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1936-10-28
10882980,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1936-11-05
10882975,Vespula vulgaris,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1936-10-28
10882776,Vespula germanica,Notts.,Gedling,NA,NA,NA,NA,52.973055,-1.090099,2.35,1936-09-01
10882735,Vespula germanica,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1936-08-07
10882634,Vespula germanica,Hants.,Pamber Forest,NA,NA,NA,NA,51.3436,-1.1197,0.7,1936-07-20
10882633,Vespula germanica,Hants.,Pamber Forest,NA,NA,NA,NA,51.3436,-1.1197,0.7,1936-07-20
10882632,Vespula germanica,Hants.,Pamber Forest,NA,NA,NA,NA,51.3436,-1.1197,0.7,1936-07-20
10881553,Vespula germanica,Hants.,Alton,NA,NA,NA,NA,51.1507,-0.9732,3,1936-10-18
10881453,Vespula germanica,Glos.,Stroud,NA,NA,NA,NA,51.7457,-2.2178,3.1,1936-03-31
10881360,Vespula germanica,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1936-11-19
10881316,Vespula germanica,Essex,Brentwood,NA,NA,NA,NA,51.6205,0.3072,4.4,1936-10-18
10881314,Vespula germanica,Essex,Brentwood,NA,NA,NA,NA,51.6205,0.3072,4.4,1936-09-29
10884414,Vespa crabro,Hants.,New Forest,SU2608,NA,NA,NA,50.8765,-1.6315,2.7,1937-09-04
10884262,Vespa crabro,Hants.,New Forest,SU2608,NA,NA,NA,50.8765,-1.6315,2.7,1937-04-01
10884218,Vespa crabro,London,Putney Heath,NA,NA,NA,NA,51.4502,-0.2326,0.8,1937-04-27
10884201,Vespa crabro,Hants.,Brockenhurst,NA,NA,NA,NA,50.8189,-1.5757,2.5,1937-08-07
10884199,Vespa crabro,Berks.,Slough,NA,NA,NA,NA,51.5105,-0.595,4.5,1937-09-02
10884198,Vespa crabro,Berks.,Windsor Forest,NA,NA,NA,NA,51.4601,-0.666,1.7,1937-08-18
10884169,Vespa crabro,Hants.,"New Forest, Holmsley",NA,NA,NA,NA,50.7869,-1.6961,1.4,1937-09-19
10884159,Vespa crabro,Hants.,New Forest,SU2608,SU2608,NA,NA,50.8765,-1.6315,3.7,1937-09-04
10884158,Vespa crabro,Hants.,New Forest,SU2608,SU2608,NA,NA,50.8765,-1.6315,3.7,1937-09-04
10884157,Vespa crabro,Hants.,New Forest,SU2608,SU2608,NA,NA,50.8765,-1.6315,3.7,1937-09-04
10883954,Vespula vulgaris,Notts.,Southwell,NA,NA,NA,NA,53.079107,-0.960141,1.4,1937-09-04
10883727,Vespula vulgaris,Essex,Brentwood,NA,NA,NA,NA,51.6205,0.3072,4.4,1937-10-01
10883205,Vespula vulgaris,Essex,Epping Forest,NA,NA,NA,NA,51.6571,0.0413,5.6,1937-09-19
10883186,Vespula vulgaris,Hants.,Alton,NA,NA,NA,NA,51.1507,-0.9732,3,1937-09-25
10882931,Vespula germanica,Kent,NA,NA,NA,NA,OC,51.2787,0.5217,66.8,1937-10-28
10881503,Vespula germanica,Surrey,Oxted,NA,NA,NA,NA,51.2557,0,2.7,1937-10-01
10881502,Vespula germanica,Surrey,Oxted,NA,NA,NA,NA,51.2557,0,2.7,1937-10-01
